cleaned_text,Sarcastic
"Lol, my Gamecocks lost the Citadel! That's awesome 😅! Can't wait to see how the Clemson game is gonna be next week 😐.",0
Lol. Not anymore. Too fucking hot down here. I miss layers! 😢 😢 😢,0
Lol I tried explaining why I thought banana was so funny to someone last night and I couldn't 😂,0
lol the craziest place to get caught up is at a game that's jumping 😂 All da hoes be there,0
lol took my answer off because I thought hang on actually its not right 😂,0
Lol you foolin kid 😂 I just hope bama get they rematch wit OSU this year,0
Londy should really get her boyfriend under control lol 😂,0
long bus rides and too many people ❤️ -band,0
long bus rides on such a weather 😍,0
Long Day! Give Thanks Still.. Blessed Week Everyone 😎,0
Long day tomorrow. 😥 waking up super early and going with my sister in-law to her baby doctors appointment.,0
Long hair no makeup doing palates most niggas don't step on my damn zanottis 👠,0
LOOK! Even the love calculater agrees! hehehe 😍 😍 😍 😍,0
Looking at pics of Beagle pups out of boredom and I am now incredibly heartbroken over my lost fur baby 😭RIP Lucky Lou,0
Looking forward to a night out with the girls tomorrow. Any excuse to dress up and get rat arsed 🍸🍹,0
Looking forward to our belated Children in Need celebrations tomorrow dressing up & selling cakes for this worthy cause 😀,0
"Looking forward to the first Christmas do, next week & just ordered new dress and shoes 👠👠👗 😊 😊",0
♥Look into your heart and you'll find love Listen to the music of the moment I love peace for melody It's our godforsaken right to be loved ♥,0
Looks like Collum might have made another boob there. The boy's reaction was great though 😂,0
Looks like we will be rolling the purple trail Sunday morning. ⛷,0
"Looool man in pub last night coming up to me saying "" your tits are rare cool "" & telling his mates to look at them ffs 😩 😩 😩",0
"Loosing my virginity ages ago and not having sex since then, makes me feel like a one hit wonder 💫",0
"loryns moms boyfriend walks in the room and said "" helloooo gorgeous! "" thinking I was her mom 😂 😂 😂 😂",0
Lost all my mac lipsticks not slightly heartbroken 😭 😭,0
Lost my little brother last night 😞😞😞so incredibly heartbroken. RIP Mardi.,0
Lost to flipping west brom because of shitty arteta and then Carzola not being able to avoid slipping to pot a penalty 😑,0
you may want to change your header... 😐 they are both single now I think x,0
"Louise is at it again, she acts so sweet but she cheats on everyone, I love her lying face when she's denying it lol 😂 😂 😂",0
Good to be home. Good to be with you 🏡😶,0
"I'm sure u are perfect daddy with perfect girlfriend ❤️ don't listen angry people, they are just jealous",0
you have a beautiful singing voice. First time I heard it was in the acoustic version of One Thing and I just loved it ❌⭕️,0
Love all the pictures on Insta of Buzz from such a cute little family! ☺️ 🏡,0
Love a Sunday... What a day weekly shower & Mass 😜 Good night & God bless to all who believe & to the non believers well just Good night 😝,0
"Love being called "" Banana "" 😍 ❤",0
Love being called Daddy 😏,0
Love being home with a full fridge 😋,0
Love family night ❤️ Fabulous food & great service,0
Love going costa with mum and gramps ☕️,0
Love going to bed in the shitiest mood possible 😃 😑,0
Love going to bed mad ☺️,0
"Love how all other doctors I know tweet about medical stuff & I'm like OMG, your snapchat gives me life 😂",0
"Love how he has to check on me, not creepy but just cute ❤ this attention.",0
Love is ♥,0
"Love it! And I love the fact you're here in India.. If your passing through Goa, let me know 😘 ❤️ xxx",0
😈 so come where the grass is greener.,0
love long bus rides 😍🚌,0
a cast on my baby toe 😂 😂 that's attractive,0
love makes you so dumb i swear 😴 😴,0
Love me or hate me. 😉 ❤,0
love my babies 😍 😍,0
❤️ love my bed,0
😂 love smart cool kids.,0
Love the BTS.. I love seeing how hard CL work but at the same time enjoying what she does. What more can a fan ask for.. 😍,0
love the fact I'm cute with and without makeup 😊,0
Love the fact I work with jai's mum cos it's just like having her there with me all the time cos they're so alike 😂,0
"💈- love the fact that you drive stick, and you're a great person ☺️",0
Love the smell of freshly washed bedding ☁️ ☁️,0
Love the smell of freshly washed clothing 😻,0
Love the smell of freshly washed sheets ☺️ 😴,0
Love the thought of flying. Hate actually flying. But I hate being around the sick fucks on flights even more. 💙,0
"wow, that's quite a temp difference to home. Have a great time there 😃",0
"Love you more, girlfriend 😍 HEHEHE 😘",0
😂 😂 be quiet I'm just playing cry baby 😋 😘 ❤️,0
Lowkey really excited for Christmas music and the holiday season 😍 ❄️ ☃✝,0
aww hell love his auntie lozzie! He was dancing away before to the dance music he loves it 😍 he's gonna be funny! X,0
lucky me i don't have to pay school books that i had damaged 😄,0
I just deleted it cause I got nervous about them 😭 Thank you so much ❤️ ❤️ ❤️ Hope to see your pretty face soon 😍,0
happy birthday! Hope u av an amazin day filled with great food! 18 😎 xx,0
Can you dm me? Ive had a shitty day 😭,0
you're such a good friend 😄 😩 😄 😄 😄 😄,0
"😁 😂 lunch with y'all is the best & you make it funny as crap 😂 you need to watch what you say, but I'll be here to correct you",0
Lurking is like literally setting yourself up for disappointment 😂 😂,0
I almost literally freaked out because of you 😭 😭 but it's all good! 😂 😁 😭,0
"Lye's convincing me to get a bigger tattoo, but I think I'll stick with small and subtle tattoos. 😉",0
Maaan I never laughed so hard 😂 😂 😂 her face tho 😭,0
really well your doing a great job your stream made my day I'm going to be tuning in more often ☺️,0
that's the worst. Anytime I get a sore throat it is ALWAYS my tonsils that cause the most pain 😨 😭😖,0
Ugh sore throat is the worst thing 😖 Get well soon girl,0
"holy shit 😂 my stomach could not handle all that 1 pint? Yea okay but 3!? Girl, your metab is blessed 😂",0
I use that every week. It was from my sister . She was hilarious and a badass. Memories of her give me strength ❤️,0
😂 😂 😂 when the Black girl w glasses said she can't take care of them cus she was drinking Whiskey. Lol,0
Ever think that might offensive to people in other countries! Stop throwing this in people’s faces. Not at the Olympics 👎🏼,0
nice cant wait im sure itll be a good read. I missed reading your blogs. Looking forward to it baby girl 😍,0
Main event needs to hurry up so I can finally meet in person ❤️,0
atleast I told the truth 😂 🤐 but that's for everybody lol I get distracted easily 😐,0
Make my parents proud 😅,0
Making myself some noodles then i'll be ready to start my chores 😄😃,0
happy birthday ♥♥ i love you so much have amazin day ♥,0
this is bithday cake for you happy birthday ♥ i love you so much have amazin day ♥kisses for you and family,0
Manchester won Shitty lost Chicharito scored and his team won Madrid are being Raped 😂 😂 What a day 😄 so happy 😍 😍 ❤,0
"Man we just won I'm feeling good 😌 I'm trying get dressed up & go out, where the scenes at",0
"😌😌😌 "" : Yuck "" donnaay : I'd pick my nose and lick it sef in front of her """,0
"Married 15 minutes, tired of her shit already 😂 😂",0
"MASSIVE happy bday to my beautiful best friend, have the most amazin day princess, luv u! 👸🎈✨xxx",0
if you think your having a bad day then imagine being killed like this 😂,0
1. ) Connections 2. ) Work ethic 3. ) Intelligence level 😏,0
Maybe I shouldn't drive a minibus full of children after all. #🚫🚐,0
I have honestly never laughed so much! Definitely going to one of your shows 😂 😂 X,0
"I've never laughed so much, great interview with the boys 😂",0
Me and mum had 3 Costa trips today 😳 the obsession is real 😩,0
"Me & Babee Been Up Otp For A Good 7 Hrs. Lol Man I Love Him, I Wouldn't Trade Em For Nothing In This World. 😘",0
Media coverage is reserved for Only time black people are covered is to show us in a negative 💡,0
"meee (dont need answ 😸) stay strong ❤️ — thank you : "" )",0
only 2 weeks which is kinda short 🌝 but should be great,0
"😊 😊 😊 "" Fuck the police",0
awe i love you Meg! thank you! I better see your pretty face tomorrow! 😘 ❤️,0
no i'm heartbroken they had a card and when i was all flustered i said they paid w cash 😭and derek can't fix it so i lost $60,0
beautiful views. Best of luck to you and ! You 2 are awesome. Crush them 😀,0
I'm a hardcore wrestling fan and I love your wwe tweets. Don't let the jerks ruin it 😳,0
too early for that kinda business Isabella ☝️ no seriously you'll make things worse by telling yourself negative stuff,0
Melts me putting my niece and nephew to bed and telling them I love them and hearing it back 😩 ❤️ ❤️ ❤️,0
"Me : "" My life is a joke "" My friend : "" No, Uni is a joke. "" 😪 Ok time for bed, sleep is more important than Semiconductor",0
Me & My Sister Group Messages 😭 😭 😭 😭 😭 😭 😭 😭 They Hilarious 😂 😂,0
"Men get yourself a natural girl, ain't nothing like the smell of freshly washed hair. 🍇🍍🍓🍑",0
Met this idiot after two years.. he is still the same .. 😎 😂,0
"Me : "" what do you love most about me? "" Him : "" how smart, strong willed, & independent you are. "" 😌 ❤️",0
Mfs be loosing they virginity in bushes nn shit 😂 😴,0
Mhen... Boy miss knack. Run come twitter come release pain and frustration silver lined by Konji. 😢 😅 😂 😁,0
"baeeeee happy birthday, may all your wishes come truee i love you so so much mikey ❤ ❤ ❤",0
happy birthday again! Hope your day has started off well and continue to go great! ❤️,0
happy birthday babe ❤,0
Happy Birthday! Have an amazin day u deserve it ilysm can't believe ur 20 today ♥,0
HAPPY BIRTHDAY I LOVE YOU ❤️,0
Happy birthday! I love you so much thank you for everything you. Never ever change please 😭 ❤ ❤,0
HAPPY BIRTHDAY MICHAEL 🎂🎈 😘 ❤,0
", happy birthday Michael! Hope you have a wonderful day! 😘",0
HAPPY BIRTHDAY MICHAEL I HOPE YOU HAVE AN AMAZING DAY! I LOVE YOU 😍 😘,0
Happy birthday michael! I miss you and hope you have a great 20th 🎂,0
HAPPY BIRTHDAY MY CLIFFO 🎈 I LOVE YOU SO MUCH HAVE A SAFE AND AMAZING DAY WITH UR FAMILY AND THE BOYS,0
"Happy Birthday time 2 say goodbye 2 being childish... who r we kidding ur still gonna be the same weird, loud & lovable person 😀",0
"hope you've had a great day so far, happy birthday! 😊",0
I hope you have a lovely birthday and enjoy not being a teen anymore even though that's lame 😅,0
I hope you have a wonderful birthday Michael happy birthday 🎂🎂,0
I love u I love u I love u I love u I love u I love u I love u I love u I love u I love u I love u I love u I love u ❤ x69,0
in all seriousness happy birthday you've made a huge impact on my life and for that i am forever grateful I love you mike 😽,0
"look on the bright side, now you can do adult things 😏😏😏😏😏😏 Happy Birthday Mike 😘 😘 😘 😘 5 Seconds of Summer",0
love you hope you had an amazing day ❤️,0
michaeeeel! Happy 20th birthday! ❤️ ❤️ ❤️ ❤️ i love you so much i cant wait to see you on barcelona HAVE A NICE DAY 😜,0
okay if you see this please reply thx thx thx ❤️ 😭 😂,0
you're vocals are so beautiful in everything you do. Please never stop singing! 😍 😘,0
"~ nice! Sounds like great weather, we only get up to 26 *C in the height of summer. Not long, couple more weeks until summer ☀️ 🌴🌏",0
yay super cute 😍 now I just need her to have reunited and happy haha 😁 ❤️ will you get them?,0
""" yelling poopy butt "" 😂",0
are you forreal? that's attractive lol 😊,0
mine too! and my swimming friends lol they purposely pick 1pm to go train ☀️ ikrrrr but hes so self conscious 'bout it sobs,0
YOU'RE SUCH A GOOD FRIEND 😭 😭 😭 😭 😭,0
Missing my long hair 😭 😭,0
Missing my long hair cause it used to look really pretty curled 😭,0
Missing someone sucks not knowing if they miss you back 😕,0
missing you... hope you are having a great time with family 😊☺,0
Miss the bang. Miss summer. Miss that phone case. 😓,0
🦄miss u gorgeous :( hope ur having fun clubbing without me babe :'( hehehe love u,0
"Mmmmmmmm, Sike hola, Como Estas chica 😂 😂 😭 😭 😂 😂 lol you're so funny I hate that you don't see that!",0
"Mmmm... what to wear you won't, b. c I keeps it classy ☺, not telling me what clothes to buy that's dead af too",0
is awesome. Season 7 is kickass all the actors are just so awesome. Phil dunphy is the best. ❤ 😘 😍,0
Momo was so pretty at her baby shower 😍‼️,0
Monaco is my shit bro. ❤️,0
Money will Never change me. I kno some niggas lost in the sauce tho 😴,0
happy birthday cutie I hope you have an amazing day 🎈🎊,0
Mood : I'm chilling 😎 Relationship Status : I'm chilling 😎 Life : I'm chilling 😎,0
hehe u caught on 😏😏 I love you too 😭,0
Moral of the story. Thou shalt not fuxk over a Geechee woman and live without a scar to tell the story 😂,0
means being on holiday and spending time with my gorgeous boyfriend 😊☀️,0
More YouTubers should be like . A very lovable person. Love you bro no homo ❤️,0
"people who call other people ugly for no good reason have ugly personalities, ur hot 😊 😘",0
Morg is so sweet 🙈,0
morning ☺☺ Super sunday 😄 😄 Today rolling shopping at junction square. 😃,0
Mortgage rates are still very low. Call us for your financing needs. We have TRID under control 😊,0
Most wonderful time of the year 😍⛸🎄,0
mot swimming pools I've been too are freezing though 😂 x,0
Me too! My mum bought mine. I can't afford Costa 😂 😢,0
Happy Birthday Bud Have a amazing day! ✊,0
I'm not excited to meet my roommates next year 😂,0
im looking for the sluts 😂,0
5 seconds of summer ♥,0
Mum bought me a costa ☕️ ☕️,0
Mum forgot we were in pret a manger and tried to use her costa card and the guy just looked at her like wtf you doin 😂 😂 😂 😂,0
"love 2 hear this 😜🎵 been struggling with my health pretty bad, bt still here n still 😊 send me links guys",0
would be a a great cudi style feature on 's next track 😉,0
My attempt at Can't Sleep Love by off their new album 😅 ❤️,0
My attitude horrible 😩 but I swear I'm working on it 😊,0
My aunt texts me every morning blessing me and sending me her love I appreciate that so much 😩,0
😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😭 😭 😭 😭 😭 😭 😭 😭 my baby sister is hilarious. Wow 😩,0
My bed has never felt better 😴,0
"My bed, my cat, my dog, my mom. I love being home 😩 ❤️",0
✊✊// my bestfriend 👫 ❤️ before it was anyone it was you! you always there when i need you 😘 i love you best,0
MY BEST FRIEND IS THE BEST PERSON EVER 😭 😭 😭 😭 😭,0
My bestfriend realer than alot of you niggas 😈,0
My body feels so weak 🙁 I hate being sick! 😩,0
my body is fucking sore and I have the worst headache ever 😜,0
My boyfriend is my bestfriend 😉I swear I tell him everything like he one of my friends 😂 😩,0
My boyfriend looks gorgeous in a suit mm 😍😏,0
My boyfriend looks gorgeous w. out his braces 😩 😍,0
"My boyfriend's face is so gorgeous. From his brows, eyelashes, lashes, to the shape of his face, etc. I just love it 😊",0
"My brother just scared the absolute shit out of me, this is why I never go to the bathroom at night 😑 😂",0
My butt hurts so much I hate sitting in PE class for so long 😫,0
"my classes are getting even more amusing, more exciting and more interesting... kudos to passionate educators! 😊 ❤",0
My client really made my day 😊 😘,0
My coworker told me I was naturally pretty and it really made my day ☺️,0
My credit limit for my VS credit card went from $250 to $650 😍 SOOOOOOOOO HAPPY RIGHT NOW!,0
My day consisted of laying in the dark with my dog listening to adele 📀,0
My day started off just great 😏,0
"My doctors asked if I was in love and my mom said "" yeah, in love with herself "" Lmaooooooo tru 😂",0
"My dream is to fly, over the 🌈 so high! and ... ❤️",0
my favorite actor jean reno doesn't have a twitter but donald trump has one? what a time to be alive 😊 😊 😊,0
My favorite time of the year 😍 😊 😭,0
"My freshly washed, crisp bedsheets smell like vanilla and that makes me happy ❤️",0
My Friday keeps getting better and better 😄 😄,0
my friends wanna go out but I'm stuck babysitting 😩 😭,0
My girlfriend is angry with me 😒 Thanks God that she is imaginary lol,0
My girlfriend scares me when she's angry 😂 😂,0
My goal is to finish all my homework before the night is over with 😭,0
"My hair was long in 8th grade, I wonder how long it would be now if i hadn't gotten it cut 😫",0
my heart done got so cold 👐 no love here. i already know how the shit gone turn out ❗️,0
"My heart, it just keeps getting better 😍",0
it's fine as long as you've done your part and tried your best 😗 don't need to stressed yourself too much over that 😀,0
"My "" Ik you're lying, but keep trying to save your ass, you ain't foolin me "" face ☺️ ☺️",0
My lil sister is just pure hilarious 😂 he came to me and said she wants to tell me a story. I told her go on and tell me the story.,0
My little sister is hilarious on fb honestly 😂,0
My long luscious hair is gone. 😢 😢 😢 😢,0
My manager thinks he's funny scaring the fuck outta me 😒,0
My meme always telling me to gargle with warm salt water 😭 I hate being sick 😔,0
My mom gone say I need to watch what I say to people 😑 like wtf I'm not finna let nobody talk to me any type of way that shit dead,0
My mom is mad because I'm wearing sweat pants to school. 😂 😂 😂 😂 😌😌😌😌,0
My mom is making Black Friday shopping a competition this year 😈,0
my momma is talking about her & convo this morning has me rolling 😂,0
"my momma told me that, sometimes people have to cry out all their tears to make room for a heart full of smiles 😍 😭",0
My mood switches from happy to sad in an instant 😔,0
My morning started off great and I'm in a good mood. Happy Friday everyone 😁 😘,0
"my mum makes disgusting coffee but it's better than Mr Websters, I could honestly do with some Costa coffee or Zoe's 😎",0
My nanny really just made my day 😍,0
My new goal in life is to be like Harry and don't give a single fuck about what people think about me ✌✌✌ One Direction,0
"My new pickup line, "" u look great, can I buy u some gas? U look classy like u need 93 "" when she say I don't drive I don't have any comeback 😩",0
my night was great though 😭 after I got out my feelings,0
"My oh so posh advent calendar lol I love chocolate worth the money, counting down Christmas in style 😂 😂 😂",0
"My parents always have a full beer fridge, liquor cabinet, and a freezer full of delicious drinks. 🍸",0
My parents are probably wondering why I'm laying in the dark blasting the weekend on a Friday night 😂 🍁,0
My phone been on don't disturb all day just been feeling shitty 😒,0
My po baby is sick ☹ hate I'm not there to take care of him!,0
My poor baby is still covered in hives and miserable 😓,0
😂 😂 my pops got me rolling going up to the hospital wit em in the morning,0
My roommate had to shower me yesterday so yeah that's how my birthday went 🍾,0
My roommate left I don't know where with his girlfriend and forgot to pay the light now I have no light and can't charge my phone 😡😡😡😡,0
my sc story is full of children 😂,0
I love you too 😎 welcome 😎 cactus waiting for you.,0
"My sister describing my nephew that I'll be meeting in Dec : "" he is serious at first but is cuddly & hilarious "" -Sounds just like me ☺️",0
"My sister in-law is hilarious, I knew she was going to hmu with that 😂 😂 😂",0
My sister is hilarious 😂 😂,0
"My sister is in labor, I'm so excited to meet her baby ☺️ ☺️",0
"my stomach killing me 😩😕 that's one thing, now my back hurt cause I had carry all that stuff home by myself 😕 😒 and I have to work today 😒 😡",0
My sweet Bella better be outside by tomorrow Imma go to all of my neighbors houses I swear. 😭,0
"My taste buds must be dead its so nice and easy ☺ """,0
my teacher was yelling out test grades for physics with 90 + & he called my name with an 86 I'm like wtf 😂 everyone else failed. I was like,0
"My two year old nephew just dropped his bottle and said "" oh fuck "" 😂 😂 😂 I need to watch what I say",0
My waterbed is feeling so good right now . 😴,0
My wife and I are just the worst when I'm drinking 😁 lol,0
"my work schedule is crazy, tm is my last day off then work the whole week 😩 😩",0
this was such an amazing day 😭 😭,0
"OHHH i thought it's because we knew each other from swimming and all HAHA you too gurl, have a nice day 😘",0
"Naomi dates older men so she calls them daddy "" "" Correction, Papi "" 😂 😂 😂",0
How do you feel to know that helped thousands of people every day with your work? Brazil loves you ❤,0
that's attractive 😂 😂 😘,0
"You make my day happy everytime i see something of you. A pic or a video. It doesn't matter what, it makes me smile. Love you ❤️",0
are ya now... 😂 😂 😂,0
Nat is feeling really sick and I'm really worried 😞,0
I watched this video on youtube 😂 😂 😂 I laughed so hard lol,0
I'm so EXCITED! Jordan Smith is from the state where I was born n Emily Ann is from the state I now live in! ! 😁,0
you're such a GOOD friend that I haven't seen you since the end of summer ☹,0
Need money for Justin bieber 🆘🆘🆘🆘,0
Need something to do today 😒,0
Need to charge my phone 🔋,0
Need to sleep. I have 7am class later. Urgh! I HATE STURDAY CLASSES! 😢 😢 😢 😢 😢 😢 😢 night.,0
Never been so proud to call myself a husky. Thank you to all my friends and family that came and showed me their support. 🎭,0
Never been so scared for people before in my life. Prayers for the people affected by the apartment fires! 💙,0
Never do I wear sweat pants to school but today is an exception 😴 😴 😴,0
Never do These niggas have no shame. 😂,0
Never fear ur own vulnerability! We're all human.. We just need to start owning up to that infront of each other! ❤️ No shame!,0
"never grow up "" by tswift makes me want to cry every time, like I miss my childhood days. no worries, no heartbreaks, just happiness 🌟✨",0
Never in my life been so ready to get in the jail shower 😩 😩 😂 ain't give no fucks about the next man 😔,0
Never knew I could be so hyped for a game I'm not even playing in 🏐🏐,0
Never laughed harder in the past two days with my friends and family 😭 😂,0
Never laughed so much about cress in my life 😂 😩,0
Never laughed so much at a TV show was hilarious 😂 😂 😂 😂,0
Never laughed so much in a night ❤️,0
Never laughed so much. is too funny. His Scottish accent 😂,0
Never laughed so much such a quality night 😘😸,0
Never let a pretty face fool you ☺️ every girl comes with her own demons 😈,0
Nevermind I swear I'm done 😂 😂 😂 😂,0
Never talk sports with another man. Swear to god it's like fighting over a woman. smh 😒,0
never thought I'd be so excited to meet a rat 😍,0
"Never thought I would say this, but really made my day 😊",0
New found friends. 😀,0
"New I shud of done a draws. Bet tonight, fuck u Chelsea, new I shudnt of backed u, and poor city 😂 😂 😂",0
New Venture... 🏃 😁,0
"New York is so wonderful, especially during this time of the year ❤️ I am so wide-eyed, excited and happy here",0
Next one gone be that banger 󾍃😇,0
"some good advice, a lot I followed and now 6 months smoke free 😃",0
swear mfs already doubting us 😴 gtfo with that shit,0
good morning! Hope you have a great day! 😊 😊,0
goodnight i have to finish homework and study for a big french test tomorrow :( i love you sooo much 🌌,0
"Hi king, 👑 I hope you have A great day is AMAZING mind following me? It would mean the world 💫 x53, 791",0
"🦄🦄 ¨̮ Hi Niall, How are you? ➳✩⡱ would you please follow me ♡ You mean the world to me ⠀⠀⠀ ✧ I love u so much ✧ 🦄🦄 ღ577",0
Just listening to your playlist on Spotify before I go to sleep... I love it! 💓,0
the interview... I've never laughed so much 😂 thanks to have improved my day 😊 ❤,0
"You are the number one of my heart my angel Niall. I wish i could hug you, kiss you, make you smile, laugh. Love ya.. 👼💕👸 😍💋🍀😃👑✌",0
"Niall singing a bit of "" All About You "" by McFly 😇 it's honestly so beautiful",0
hope you have an amazing day beautiful. ❤️ ✨,0
Nice blast of lovely fresh Yorkshire air upon getting off the bus ☺️ great to be back in Leeds!,0
"Nice one! Well in . Cant wait till you sign for a good team, so I can fully support you! 😆",0
Nice to see you my friend ✌️ 😎 hope you'll be back at the pitch soon,0
Cant believe u saw my tweet Nick! Thank u soooo much 4 always being so nice to your fans! 😘 Cant wait 2 c u in Toronto!,0
"Buy me an iPhone 7 sis. Thanks in advance, love you 😘",0
hey 👋 follow me please! You know you love me 😅 hehehe,0
thankyouuuuuuu hehe 😘 😘 😘 😍 😍 😍 😍 😍 I love youuuuu,0
Nigga it was so cold last night I ain't have no cover and I wasn't gettin no love 😒 😩 😂,0
NIGGAS BE CHEATING ON PRETTY GIRLS WITH A BITCH THAT LOOK LIKE A FUCKIN FRENCH FRY WITH DREADS 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭,0
Niggas be thinking you about to chase them 😒 bitch I eat all fuckin day I be full asf I'm not about to chase shit 👐,0
Niggas really be busters in the pin but with the bullshits on Twitter.. incredible 😂,0
can you please suggest her to me.. I like the way she reply.. Lols. 😝 😁,0
"Sorry to hear about your brother, my prayers for your family! ❤",0
y u no love me?☹️,0
same my hair does that when I French braid it 😂,0
No alarm set for tomorrow 😍,0
No alarm set for tomorrow 📵🕰⏱⏲⏳🚫🔕,0
Nobody deserves happiness more than my good friend couldn't be more happier for you. You both are stuck with me now. ❤ ❤,0
No but people don't fristana that I love you ♥ LOL you are my nigga! jokin even.,0
No classes on Fridays next semester 😭 😍 😍,0
No correction. We not in no row. We in orchestra pit we most important 😂,0
Noemis dad took my drink away when he found out I was driving and then laughed and gave it back 😂 😂 😂,0
No fighting for and I anymore 😒 the mf got arrested. 😂,0
no lie I was just mad and got me back into a happy mood 😩,0
"No one can ruin my mood from now till April lol not gonna happy, I get too see my baby daddy in 158 days 😫yes I'm counting down",0
No one understands how nervous and excited I was to meet Darth Vader 😂 😂,0
No parents and a fridge full of... nothing. 😑,0
No shame in my drinking game lol 😎,0
Not about that 7am alarm on a Saturday 😭 But I am really looking forward to filming Blind Football for my dissertation tomorrow! ⚽️,0
Not a spare seat in the house tonight! We had a fantastic night & hope you did too ☺️ — feeling fantastic,0
Not even out of bed and already thinking about how big of a nap I'm going to have when I get home 😴 😴,0
Not feeling good this morning 😷,0
"not gone do 2much, but happy 20th birthday to the love of my life. my lovebug. enjoy I love you. 👫",0
happy at all! 😔,0
nothing beats laying in bed on a shitty day with lattes while watching pll ☕️ 😍 ❤️,0
Nothing beats the smell of a freshly cut Christmas tree 🎄,0
nothing beats the smell of freshly brewed coffee ☕️,0
Nothing better than the smell of freshly dyed hair 💙💙💙,0
Nothing compares to a beautiful conversation with a beautiful mind. ❤️,0
Nothing for me to do but have one last cry 🎧,0
nothing to do 😴,0
Nothing worse than negative ppl 😑 - That's right,0
Not looking forward to changing my own dressing tomorrow 🤕,0
"... fancy him so much, then I am willing to try it! 😉😃 Hehehe, I think the way we love this man is adorable! 😃 😍 😍 😘 😘💙 xxxx",0
"Not sure why I get so stressed signing up for classes, worst case is I'll take/ pay for a class I don't need.. no that's still pretty bad 😐",0
"Not to be a creep, but you have a smile that can change someone's day! "" Kinda creepy but sweet ☺️",0
not wearing makeup today and I actually feel okay 😊,0
Oh that's real great to hear finally 😉 I'll be soon dealing with Pre Boards 1...! I hope they're good enough xx,0
now that I don't have school for a week I don't know what to do with my life 😭 😭,0
"Now you understand how I'm feeling It's definitely love that I'm needing Boom, boom, boom my heart's beating We better stay in bed ❤",0
HAHAAH WHY HUMAIDI IS A PIGEON BABE U DONT HAVE TO SAY HAHAA 😂 😂,0
"Obama's not afraid of extremists, he stands up to rain clouds. ☔️With a marine holding his umbrella 💧",0
only you appreciate my annoying tendencies 😂 😊,0
Of course she understands when you call her horrible names. That's why she's gone to bed. Come back Bonnie. I love you ❤️ ❤️,0
Of course this school screws me over every time even a math teacher 😶 😑,0
Hi Baileyyyyy 😊 😊 Im a solid bailona fan 😂 Please do reply to us ♡,0
Official last day of work & first day of maternity leave 😁,0
"Off to bed ready for my 4. 30am wake up call 😩 but on the bright side, day of fashion shows for spring/summer 2016 tomorrow in London 😎👗",0
"Off work!... To bad I have to Go home do laundry, take a shower, and finish about a weeks worth of homework 😅",0
Oh don't let me interrupt your busy schedule 😒,0
pus no mamo guey 😂 just blessing yo dreams. Appreciate it damn 😒,0
ohh! oops! HAHAHA! 😂 😂 — HAHAH its okay! But thank you little one see u soon 😘 😚,0
Oh how nice it would be to be back in high school and not have anything to worry about but who buys their followers 😂 😂,0
yay I'm so happy for you 🍕🍕🍕,0
"Oh no, is this real? Ha? It's a shocker! Why her 😭 She's my bet! She never failed to impress all of us with her dishes!",0
oh no that's so kind! I'm crying... It's just amazing for me to read this words! 👑👒,0
Oh please God say YES! 😂,0
Oh the smell of a freshly killed week 😌,0
Oh the smell of freshly washed laundry ❤️,0
"Oi Oii is siiick! Your voice made us proud My bday is in ˗ˏˋ19ˎˊ ˗days your follow is the best gift 🌸👅🍥 34, 901",0
"Oit Gendut, nah.. I don't care if you speak broken English but please improve ☺️ Tau! 😠",0
Okay most of y'all bandwagon hoes can get off Yoongi's dick 😒,0
Okay so if Larry isn't real explain this subtle answer please 😫,0
Okay ttyl.. I have some homework to finish. Love you all. Stay blessed ❤️,0
you're emote didn't show up for me. I have a stupid android. But I assume it was something along the lines of : 😑,0
Ok you hoes you can stop now everyone knows you're just a bandwagon & dont give a shit about soccer 😧,0
"Olive Garden is always packed, but its worth the wait 😍",0
it's impossible not to have a great time at your shows ❤️,0
omg bestfriend you so cute 😂 🤑😏🆗,0
Omgii. followed me 😱😳 😍 😄 thank you thank you 😊.. This really made my day. 😱 😂,0
OMG im one proud momma 😂 ❤️ Congrats Kayla! That's awesome!,0
OMG I THROUGHT THE THIRD PIC WAS GONNA BE THAT BUSYED ASS PIC LOL I LOVE U THANK U ❤️,0
OMG my face feels so much better after a shower. 🤕🤐,0
Omg! I need something yummy... 😞,0
Omg Who Is Singing Her Voice Lowkey Beautiful 😩 😍,0
"thanks, you're such a good friend 😢",0
on a serious note Rellik would be soooooooo much better if he was on beat 😂 😂 😂,0
"One day someone says this to Ashton "" I recon you should bang me like the drums tonight 😉 "" 5 Seconds of Summer",0
One day this week you're going to drive me around so I can find good spots to take pictures I'll give you gas money 😂 😂 😂,0
Love watching your acoustic version of OneThing and it's an awesome song & a very cool video too. 😍,0
One direction on the Jonathan Show made my night never laughed so much 😂 😂 😂,0
One minute I'm angry with him and *boom* the next minute I'm back to the loving girlfriend 😂 😂 😂 😂 😂,0
One more week left until quince. 😄,0
one of the best guys ever! thanks for all and hope U have an a amazin day 😙 ❤,0
on life this henn got a bihh feeling good af 👅,0
Only Chicago People Will Understand 😂 😂,0
On the bright side Humana just called to confirm my internship for Summer 2016 😁 😁,0
